,SPECIES,SPECIES_NAME,GROUP,MAJOR_ORDER
3702,Lep_7498,Sideridis rivularis,Moths,TERRESTRIAL_INSECTS
3703,Lep_7456,Sideridis turbida,Moths,TERRESTRIAL_INSECTS
3704,Lep_7870,Simyra albovenosa,Moths,TERRESTRIAL_INSECTS
3705,Lep_6898,Siona lineata,Moths,TERRESTRIAL_INSECTS
3706,Lep_6940,Smerinthus ocellata,Moths,TERRESTRIAL_INSECTS
3707,Lep_7339,Spaelotis ravida,Moths,TERRESTRIAL_INSECTS
3708,Lep_6358,Spargania luctuata,Moths,TERRESTRIAL_INSECTS
3709,Lep_6928,Sphinx ligustri,Moths,TERRESTRIAL_INSECTS
3710,Lep_6934,Sphinx pinastri,Moths,TERRESTRIAL_INSECTS
3711,Lep_7180,Spilosoma lubricipeda,Moths,TERRESTRIAL_INSECTS
3712,Lep_7183,Spilosoma lutea,Moths,TERRESTRIAL_INSECTS
3713,Lep_7186,Spilosoma urticae,Moths,TERRESTRIAL_INSECTS
3714,Lep_8155,Spodoptera exigua,Moths,TERRESTRIAL_INSECTS
3715,Lep_7312,Standfussiana lucernea,Moths,TERRESTRIAL_INSECTS
3716,Lep_6997,Stauropus fagi,Moths,TERRESTRIAL_INSECTS
3717,Lep_8182,Stilbia anomala,Moths,TERRESTRIAL_INSECTS
3718,Lep_2134,Synanthedon andrenaeformis,Moths,TERRESTRIAL_INSECTS
3719,Lep_2143,Synanthedon culiciformis,Moths,TERRESTRIAL_INSECTS
3720,Lep_2131,Synanthedon flaviventris,Moths,TERRESTRIAL_INSECTS
3721,Lep_2140,Synanthedon formicaeformis,Moths,TERRESTRIAL_INSECTS
3722,Lep_2137,Synanthedon myopaeformis,Moths,TERRESTRIAL_INSECTS
3723,Lep_2128,Synanthedon scoliaeformis,Moths,TERRESTRIAL_INSECTS
3724,Lep_2125,Synanthedon spheciformis,Moths,TERRESTRIAL_INSECTS
3725,Lep_2119,Synanthedon tipuliformis,Moths,TERRESTRIAL_INSECTS
3726,Lep_2122,Synanthedon vespiformis,Moths,TERRESTRIAL_INSECTS
3727,Lep_8341,Syngrapha interrogationis,Moths,TERRESTRIAL_INSECTS
3728,Lep_5962,Tethea ocularis,Moths,TERRESTRIAL_INSECTS
3729,Lep_5965,Tethea or,Moths,TERRESTRIAL_INSECTS
3730,Lep_5968,Tetheella fluctuosa,Moths,TERRESTRIAL_INSECTS
3731,Lep_6016,Thalera fimbrialis,Moths,TERRESTRIAL_INSECTS
3732,Lep_7909,Thalpophila matura,Moths,TERRESTRIAL_INSECTS
3733,Lep_6307,Thera britannica,Moths,TERRESTRIAL_INSECTS
3734,Lep_6310,Thera cognata,Moths,TERRESTRIAL_INSECTS
3735,Lep_6314,Thera cupressata,Moths,TERRESTRIAL_INSECTS
3736,Lep_6313,Thera juniperata,Moths,TERRESTRIAL_INSECTS
3737,Lep_6304,Thera obeliscata,Moths,TERRESTRIAL_INSECTS
3738,Lep_6880,Theria primaria,Moths,TERRESTRIAL_INSECTS
3739,Lep_7531,Tholera cespitis,Moths,TERRESTRIAL_INSECTS
3740,Lep_7534,Tholera decimalis,Moths,TERRESTRIAL_INSECTS
3741,Lep_7105,Thumatha senex,Moths,TERRESTRIAL_INSECTS
3742,Lep_5956,Thyatira batis,Moths,TERRESTRIAL_INSECTS
3743,Lep_6046,Timandra comae,Moths,TERRESTRIAL_INSECTS
3744,Lep_7912,Trachea atriplicis,Moths,TERRESTRIAL_INSECTS
3745,Lep_5896,Trichiura crataegi,Moths,TERRESTRIAL_INSECTS
3746,Lep_8296,Trichoplusia ni,Moths,TERRESTRIAL_INSECTS
3747,Lep_6643,Trichopteryx carpinata,Moths,TERRESTRIAL_INSECTS
3748,Lep_6640,Trichopteryx polycommata,Moths,TERRESTRIAL_INSECTS
3749,Lep_7753,Trigonophora flammea,Moths,TERRESTRIAL_INSECTS
3750,Lep_6370,Triphosa dubitata,Moths,TERRESTRIAL_INSECTS
3751,Lep_8485,Trisateles emortualis,Moths,TERRESTRIAL_INSECTS
3752,Lep_7207,Tyria jacobaeae,Moths,TERRESTRIAL_INSECTS
3753,Lep_8395,Tyta luctuosa,Moths,TERRESTRIAL_INSECTS
3754,Lep_6616,Venusia blomeri,Moths,TERRESTRIAL_INSECTS
3755,Lep_6619,Venusia cambrica,Moths,TERRESTRIAL_INSECTS
3756,Lep_5938,Watsonalla binaria,Moths,TERRESTRIAL_INSECTS
3757,Lep_5941,Watsonalla cultraria,Moths,TERRESTRIAL_INSECTS
3758,Lep_7819,Xanthia togata,Moths,TERRESTRIAL_INSECTS
3759,Lep_6163,Xanthorhoe biriviata,Moths,TERRESTRIAL_INSECTS
3760,Lep_6169,Xanthorhoe decoloraria,Moths,TERRESTRIAL_INSECTS
3761,Lep_6166,Xanthorhoe designata,Moths,TERRESTRIAL_INSECTS
3762,Lep_6175,Xanthorhoe ferrugata,Moths,TERRESTRIAL_INSECTS
3763,Lep_6184,Xanthorhoe fluctuata,Moths,TERRESTRIAL_INSECTS
3764,Lep_6181,Xanthorhoe montanata,Moths,TERRESTRIAL_INSECTS
3765,Lep_6178,Xanthorhoe quadrifasiata,Moths,TERRESTRIAL_INSECTS
3766,Lep_6172,Xanthorhoe spadicearia,Moths,TERRESTRIAL_INSECTS
3767,Lep_7405,Xestia agathina,Moths,TERRESTRIAL_INSECTS
3768,Lep_7375,Xestia alpicola,Moths,TERRESTRIAL_INSECTS
3769,Lep_7387,Xestia ashworthii,Moths,TERRESTRIAL_INSECTS
3770,Lep_7390,Xestia baja,Moths,TERRESTRIAL_INSECTS
3771,Lep_7396,Xestia castanea,Moths,TERRESTRIAL_INSECTS
3772,Lep_7378,Xestia c-nigrum,Moths,TERRESTRIAL_INSECTS
3773,Lep_7381,Xestia ditrapezium,Moths,TERRESTRIAL_INSECTS
3774,Lep_7399,Xestia sexstrigata,Moths,TERRESTRIAL_INSECTS
3775,Lep_7384,Xestia triangulum,Moths,TERRESTRIAL_INSECTS
3776,Lep_7402,Xestia xanthographa,Moths,TERRESTRIAL_INSECTS
3777,Lep_7726,Xylena exsoleta,Moths,TERRESTRIAL_INSECTS
3778,Lep_7699,Xylena solidaginis,Moths,TERRESTRIAL_INSECTS
3779,Lep_7723,Xylena vetusta,Moths,TERRESTRIAL_INSECTS
3780,Lep_7729,Xylocampa areola,Moths,TERRESTRIAL_INSECTS
3781,Lep_1483,Zeuzera pyrina,Moths,TERRESTRIAL_INSECTS
3782,Lep_1507,Zygaena filipendulae,Moths,TERRESTRIAL_INSECTS
3783,Lep_1513,Zygaena lonicerae,Moths,TERRESTRIAL_INSECTS
3784,Lep_1501,Zygaena loti,Moths,TERRESTRIAL_INSECTS
3785,Lep_1516,Zygaena purpuralis,Moths,TERRESTRIAL_INSECTS
3786,Lep_1510,Zygaena trifolii,Moths,TERRESTRIAL_INSECTS
3787,Neu_130,Chrysopa pallens,Lacewings,TERRESTRIAL_INSECTS
3788,Neu_131,Chrysopa perla,Lacewings,TERRESTRIAL_INSECTS
3789,Neu_248,Chrysoperla carnea s.str.,Lacewings,TERRESTRIAL_INSECTS
3791,Neu_134,Chrysoperla lucasina,Lacewings,TERRESTRIAL_INSECTS
3792,Neu_138,Chrysopidia ciliata,Lacewings,TERRESTRIAL_INSECTS
3793,Neu_146,Coniopteryx tineiformis,Lacewings,TERRESTRIAL_INSECTS
3794,Neu_152,Conwentzia psociformis,Lacewings,TERRESTRIAL_INSECTS
3795,Neu_154,Cunctochrysa albolineata,Lacewings,TERRESTRIAL_INSECTS
3796,Neu_157,Dichochrysa flavifrons,Lacewings,TERRESTRIAL_INSECTS
3797,Neu_158,Dichochrysa prasina,Lacewings,TERRESTRIAL_INSECTS
3798,Neu_159,Dichochrysa ventralis,Lacewings,TERRESTRIAL_INSECTS
3799,Neu_173,Hemerobius humulinus,Lacewings,TERRESTRIAL_INSECTS
3800,Neu_174,Hemerobius lutescens,Lacewings,TERRESTRIAL_INSECTS
3801,Neu_175,Hemerobius marginatus,Lacewings,TERRESTRIAL_INSECTS
3802,Neu_176,Hemerobius micans,Lacewings,TERRESTRIAL_INSECTS
3803,Neu_179,Hemerobius pini,Lacewings,TERRESTRIAL_INSECTS
3804,Neu_181,Hemerobius stigma,Lacewings,TERRESTRIAL_INSECTS
3805,Neu_186,Micromus paganus,Lacewings,TERRESTRIAL_INSECTS
3806,Neu_187,Micromus variegatus,Lacewings,TERRESTRIAL_INSECTS
3807,Neu_192,Nineta flava,Lacewings,TERRESTRIAL_INSECTS
3808,Neu_194,Nineta vittata,Lacewings,TERRESTRIAL_INSECTS
3809,Neu_201,Osmylus fulvicephalus,Lacewings,TERRESTRIAL_INSECTS
3810,Mec_129,Panorpa communis,Lacewings,TERRESTRIAL_INSECTS
3811,Mec_130,Panorpa germanica,Lacewings,TERRESTRIAL_INSECTS
3812,Rap_126,Phaeostigma notata,Lacewings,TERRESTRIAL_INSECTS
3813,Meg_129,Sialis lutaria,Lacewings,TERRESTRIAL_INSECTS
3814,Neu_211,Sisyra fuscata,Lacewings,TERRESTRIAL_INSECTS
3815,Neu_227,Wesmaelius nervosus,Lacewings,TERRESTRIAL_INSECTS
3816,Neu_229,Wesmaelius subnebulosus,Lacewings,TERRESTRIAL_INSECTS
3817,Rap_132,Xanthostigma xanthostigma,Lacewings,TERRESTRIAL_INSECTS
3818,Ort_130,Chorthippus albomarginatus,Orthoptera,TERRESTRIAL_INSECTS
3819,Ort_131,Chorthippus brunneus,Orthoptera,TERRESTRIAL_INSECTS
3820,Ort_132,Chorthippus parallelus,Orthoptera,TERRESTRIAL_INSECTS
3821,Ort_133,Chorthippus vagans,Orthoptera,TERRESTRIAL_INSECTS
3822,Ort_136,Conocephalus discolor,Orthoptera,TERRESTRIAL_INSECTS
3823,Ort_137,Conocephalus dorsalis,Orthoptera,TERRESTRIAL_INSECTS
3824,Ort_145,Gomphocerippus rufus,Orthoptera,TERRESTRIAL_INSECTS
3825,Ort_156,Leptophyes punctatissima,Orthoptera,TERRESTRIAL_INSECTS
3826,Ort_216,Meconema meridionale,Orthoptera,TERRESTRIAL_INSECTS
3827,Ort_158,Meconema thalassinum,Orthoptera,TERRESTRIAL_INSECTS
3828,Ort_160,Metrioptera brachyptera,Orthoptera,TERRESTRIAL_INSECTS
3829,Ort_161,Metrioptera roeselii,Orthoptera,TERRESTRIAL_INSECTS
3830,Ort_163,Myrmeleotettix maculatus,Orthoptera,TERRESTRIAL_INSECTS
3831,Ort_166,Nemobius sylvestris,Orthoptera,TERRESTRIAL_INSECTS
3832,Ort_172,Omocestus rufipes,Orthoptera,TERRESTRIAL_INSECTS
3833,Ort_173,Omocestus viridulus,Orthoptera,TERRESTRIAL_INSECTS
3834,Ort_178,Pholidoptera griseoaptera,Orthoptera,TERRESTRIAL_INSECTS
3835,Ort_180,Platycleis albopunctata,Orthoptera,TERRESTRIAL_INSECTS
3836,Ort_186,Stenobothrus lineatus,Orthoptera,TERRESTRIAL_INSECTS
3837,Ort_189,Stethophyma grossum,Orthoptera,TERRESTRIAL_INSECTS
3838,Ort_194,Tetrix ceperoi,Orthoptera,TERRESTRIAL_INSECTS
3839,Ort_195,Tetrix subulata,Orthoptera,TERRESTRIAL_INSECTS
3840,Ort_196,Tetrix undulata,Orthoptera,TERRESTRIAL_INSECTS
3841,Ort_198,Tettigonia viridissima,Orthoptera,TERRESTRIAL_INSECTS
3842,Hem_1027,Acalypta parvula,PlantBugs,TERRESTRIAL_INSECTS
3843,Hem_2666,Acetropis gimmerthalii,PlantBugs,TERRESTRIAL_INSECTS
3844,Hem_1038,Acompocoris alpinus,PlantBugs,TERRESTRIAL_INSECTS
3845,Hem_1039,Acompocoris pygmaeus,PlantBugs,TERRESTRIAL_INSECTS
3846,Hem_1053,Adelphocoris lineolatus,PlantBugs,TERRESTRIAL_INSECTS
3847,Hem_1072,Agramma laetum,PlantBugs,TERRESTRIAL_INSECTS
3848,Hem_1081,Alloeotomus gothicus,PlantBugs,TERRESTRIAL_INSECTS
3849,Hem_1094,Amblytylus nasutus,PlantBugs,TERRESTRIAL_INSECTS
3850,Hem_1102,Aneurus avenius,PlantBugs,TERRESTRIAL_INSECTS
3851,Hem_1103,Aneurus laevis,PlantBugs,TERRESTRIAL_INSECTS
3852,Hem_1113,Anthocoris confusus,PlantBugs,TERRESTRIAL_INSECTS
3853,Hem_1117,Anthocoris nemoralis,PlantBugs,TERRESTRIAL_INSECTS
3854,Hem_1118,Anthocoris nemorum,PlantBugs,TERRESTRIAL_INSECTS
3855,Hem_1119,Anthocoris sarothamni,PlantBugs,TERRESTRIAL_INSECTS
3856,Hem_1121,Anthocoris simulans,PlantBugs,TERRESTRIAL_INSECTS
3857,Hem_1860,Lygocoris lucorum,PlantBugs,TERRESTRIAL_INSECTS
3858,Hem_3306,Lygocoris spinolai,PlantBugs,TERRESTRIAL_INSECTS
3859,Hem_1170,Aradus depressus,PlantBugs,TERRESTRIAL_INSECTS
3860,Hem_1191,Asciodema obsoletum,PlantBugs,TERRESTRIAL_INSECTS
3862,Hem_1198,Atractotomus magnicornis,PlantBugs,TERRESTRIAL_INSECTS
3863,Hem_1199,Atractotomus mali,PlantBugs,TERRESTRIAL_INSECTS
3864,Hem_1200,Atractotomus parvulus,PlantBugs,TERRESTRIAL_INSECTS
3865,Hem_1219,Berytinus minor,PlantBugs,TERRESTRIAL_INSECTS
3866,Hem_1220,Berytinus montivagus,PlantBugs,TERRESTRIAL_INSECTS
3867,Hem_1221,Berytinus signoreti,PlantBugs,TERRESTRIAL_INSECTS
3868,Hem_1223,Blepharidopterus angulatus,PlantBugs,TERRESTRIAL_INSECTS
3869,Hem_3790,Blepharidopterus diaphanus,PlantBugs,TERRESTRIAL_INSECTS
3870,Hem_1237,Bryocoris pteridis,PlantBugs,TERRESTRIAL_INSECTS
3871,Hem_1244,Calocoris alpestris,PlantBugs,TERRESTRIAL_INSECTS
3872,Hem_1245,Calocoris roseomaculatus,PlantBugs,TERRESTRIAL_INSECTS
3873,Hem_1247,Grypocoris stysi,PlantBugs,TERRESTRIAL_INSECTS
3875,Hem_1254,Camptozygum aequale,PlantBugs,TERRESTRIAL_INSECTS
3876,Hem_1260,Campyloneura virgula,PlantBugs,TERRESTRIAL_INSECTS
3877,Hem_1269,Capsus ater,PlantBugs,TERRESTRIAL_INSECTS
3878,Hem_1272,Cardiastethus fasciiventris,PlantBugs,TERRESTRIAL_INSECTS
3879,Hem_3808,Charagochilus gyllenhalii,PlantBugs,TERRESTRIAL_INSECTS
3881,Hem_1292,Chilacis typhae,PlantBugs,TERRESTRIAL_INSECTS
3882,Hem_1300,Chlamydatus pullus,PlantBugs,TERRESTRIAL_INSECTS
3883,Hem_4139,Closterotomus fulvomaculatus,PlantBugs,TERRESTRIAL_INSECTS
3884,Hem_4132,Closterotomus norwegicus,PlantBugs,TERRESTRIAL_INSECTS
3885,Hem_3016,Compsidolon salicellum,PlantBugs,TERRESTRIAL_INSECTS
3886,Hem_1366,Coranus woodroffei,PlantBugs,TERRESTRIAL_INSECTS
3887,Hem_1417,Cyllecoris histrionius,PlantBugs,TERRESTRIAL_INSECTS
3889,Hem_1425,Cymus claviculus,PlantBugs,TERRESTRIAL_INSECTS
3890,Hem_1426,Cymus glandicolor,PlantBugs,TERRESTRIAL_INSECTS
3891,Hem_1427,Cymus melanocephalus,PlantBugs,TERRESTRIAL_INSECTS
3892,Hem_1429,Cyrtorhinus caricis,PlantBugs,TERRESTRIAL_INSECTS
3893,Hem_3819,Deraeocoris flavilinea,PlantBugs,TERRESTRIAL_INSECTS
3894,Hem_1447,Deraeocoris lutescens,PlantBugs,TERRESTRIAL_INSECTS
3895,Hem_1445,Deraeocoris ruber,PlantBugs,TERRESTRIAL_INSECTS
3896,Hem_1449,Derephysia foliacea,PlantBugs,TERRESTRIAL_INSECTS
3897,Hem_1460,Dictyla convergens,PlantBugs,TERRESTRIAL_INSECTS
3898,Hem_1463,Dictyonota strichnocera,PlantBugs,TERRESTRIAL_INSECTS
3899,Hem_1465,Dicyphus annulatus,PlantBugs,TERRESTRIAL_INSECTS
3900,Hem_1467,Dicyphus constrictus,PlantBugs,TERRESTRIAL_INSECTS
3901,Hem_1468,Dicyphus epilobii,PlantBugs,TERRESTRIAL_INSECTS
3902,Hem_1469,Dicyphus errans,PlantBugs,TERRESTRIAL_INSECTS
3903,Hem_1466,Dicyphus globulifer,PlantBugs,TERRESTRIAL_INSECTS
3904,Hem_1471,Dicyphus pallicornis,PlantBugs,TERRESTRIAL_INSECTS
3905,Hem_1470,Dicyphus stachydis,PlantBugs,TERRESTRIAL_INSECTS
3906,Hem_1491,Drymus brunneus,PlantBugs,TERRESTRIAL_INSECTS
3907,Hem_1493,Drymus ryei,PlantBugs,TERRESTRIAL_INSECTS
3908,Hem_1494,Drymus sylvaticus,PlantBugs,TERRESTRIAL_INSECTS
3909,Hem_1496,Dryophilocoris flavoquadrimaculatus,PlantBugs,TERRESTRIAL_INSECTS
3910,Hem_1550,Empicoris vagabundus,PlantBugs,TERRESTRIAL_INSECTS
3911,Hem_3832,Europiella artemisiae,PlantBugs,TERRESTRIAL_INSECTS
3912,Hem_1637,Gampsocoris punctipes,PlantBugs,TERRESTRIAL_INSECTS
3913,Hem_1642,Gastrodes grossipes,PlantBugs,TERRESTRIAL_INSECTS
3914,Hem_1670,Graptopeltus lynceus,PlantBugs,TERRESTRIAL_INSECTS
3916,Hem_1685,Halticus luteicollis,PlantBugs,TERRESTRIAL_INSECTS
3917,Hem_1692,Harpocera thoracica,PlantBugs,TERRESTRIAL_INSECTS
3918,Hem_1706,Henestaris laticeps,PlantBugs,TERRESTRIAL_INSECTS
3919,Hem_1715,Heterocordylus genistae,PlantBugs,TERRESTRIAL_INSECTS
3920,Hem_1716,Heterocordylus tibialis,PlantBugs,TERRESTRIAL_INSECTS
3921,Hem_1719,Heterogaster urticae,PlantBugs,TERRESTRIAL_INSECTS
3922,Hem_1723,Heterotoma planicornis,PlantBugs,TERRESTRIAL_INSECTS
3924,Hem_1725,Himacerus apterus,PlantBugs,TERRESTRIAL_INSECTS
3925,Hem_1099,Himacerus major,PlantBugs,TERRESTRIAL_INSECTS
3926,Hem_1159,Himacerus mirmicoides,PlantBugs,TERRESTRIAL_INSECTS
3927,Hem_1731,Hoplomachus thunbergi,PlantBugs,TERRESTRIAL_INSECTS
3929,Hem_1767,Ischnodemus sabuleti,PlantBugs,TERRESTRIAL_INSECTS
3930,Hem_1785,Kalama tricornis,PlantBugs,TERRESTRIAL_INSECTS
3931,Hem_1796,Kleidocerys ericae,PlantBugs,TERRESTRIAL_INSECTS
3932,Hem_1797,Kleidocerys resedae,PlantBugs,TERRESTRIAL_INSECTS
3935,Hem_1827,Leptopterna dolabrata,PlantBugs,TERRESTRIAL_INSECTS
3936,Hem_1828,Leptopterna ferrugata,PlantBugs,TERRESTRIAL_INSECTS
3937,Hem_1839,Liocoris tripustulatus,PlantBugs,TERRESTRIAL_INSECTS
3938,Hem_1848,Lopus decolor,PlantBugs,TERRESTRIAL_INSECTS
3939,Hem_1850,Loricula elegantula,PlantBugs,TERRESTRIAL_INSECTS
3940,Hem_1862,Neolygus contaminatus,PlantBugs,TERRESTRIAL_INSECTS
3942,Hem_1861,Lygocoris pabulinus,PlantBugs,TERRESTRIAL_INSECTS
3943,Hem_3868,Lygocoris rugicollis,PlantBugs,TERRESTRIAL_INSECTS
3945,Hem_1864,Neolygus viridis,PlantBugs,TERRESTRIAL_INSECTS
3946,Hem_1867,Lygus maritimus,PlantBugs,TERRESTRIAL_INSECTS
3947,Hem_1868,Lygus pratensis,PlantBugs,TERRESTRIAL_INSECTS
3948,Hem_1870,Lygus rugulipennis,PlantBugs,TERRESTRIAL_INSECTS
3949,Hem_1871,Lygus wagneri,PlantBugs,TERRESTRIAL_INSECTS
3950,Hem_1873,Macrodema micropterum,PlantBugs,TERRESTRIAL_INSECTS
3951,Hem_1875,Macrolophus rubi,PlantBugs,TERRESTRIAL_INSECTS
3952,Hem_1911,Macrotylus paykulli,PlantBugs,TERRESTRIAL_INSECTS
3953,Hem_1912,Macrotylus solitarius,PlantBugs,TERRESTRIAL_INSECTS
3954,Hem_1916,Malacocoris chlorizans,PlantBugs,TERRESTRIAL_INSECTS
3955,Hem_1918,Mecomma ambulans,PlantBugs,TERRESTRIAL_INSECTS
3956,Hem_1921,Megacoelum infusum,PlantBugs,TERRESTRIAL_INSECTS
3957,Hem_1923,Megaloceroea recticornis,PlantBugs,TERRESTRIAL_INSECTS
3959,Hem_1925,Megalocoleus molliculus,PlantBugs,TERRESTRIAL_INSECTS
3960,Hem_3876,Megalocoleus tanaceti,PlantBugs,TERRESTRIAL_INSECTS
3961,Hem_1930,Megalonotus chiragra,PlantBugs,TERRESTRIAL_INSECTS
3962,Hem_1931,Megalonotus dilatatus,PlantBugs,TERRESTRIAL_INSECTS
3963,Hem_1932,Megalonotus praetextatus,PlantBugs,TERRESTRIAL_INSECTS
3964,Hem_1950,Metatropis rufescens,PlantBugs,TERRESTRIAL_INSECTS
3965,Hem_1973,Miridius quadrivirgatus,PlantBugs,TERRESTRIAL_INSECTS
3966,Hem_1977,Miris striatus,PlantBugs,TERRESTRIAL_INSECTS
3967,Hem_1987,Monalocoris filicis,PlantBugs,TERRESTRIAL_INSECTS
3968,Hem_2018,Nabis flavomarginatus,PlantBugs,TERRESTRIAL_INSECTS
3969,Hem_2020,Nabis ericetorum,PlantBugs,TERRESTRIAL_INSECTS
3970,Hem_2021,Nabis ferus,PlantBugs,TERRESTRIAL_INSECTS
3972,Hem_3885,Nabis limbatus,PlantBugs,TERRESTRIAL_INSECTS
3973,Hem_3886,Nabis lineatus,PlantBugs,TERRESTRIAL_INSECTS
3974,Hem_2023,Nabis rugosus,PlantBugs,TERRESTRIAL_INSECTS
3977,Rhabdomiris striatellus,Rhabdomiris striatellus,PlantBugs,TERRESTRIAL_INSECTS
3978,Hem_2053,Notostira elongata,PlantBugs,TERRESTRIAL_INSECTS
3979,Hem_2058,Nysius ericae,PlantBugs,TERRESTRIAL_INSECTS
3980,Hem_3895,Nysius senecionis,PlantBugs,TERRESTRIAL_INSECTS
3981,Hem_2061,Nysius thymi,PlantBugs,TERRESTRIAL_INSECTS
3982,Hem_2080,Oncotylus viridiflavus,PlantBugs,TERRESTRIAL_INSECTS
3983,Hem_2088,Orius laevigatus,PlantBugs,TERRESTRIAL_INSECTS
3984,Hem_2085,Orius laticollis,PlantBugs,TERRESTRIAL_INSECTS
3985,Hem_2086,Orius majusculus,PlantBugs,TERRESTRIAL_INSECTS
3986,Hem_2089,Orius niger,PlantBugs,TERRESTRIAL_INSECTS
3987,Hem_2087,Orius vicinus,PlantBugs,TERRESTRIAL_INSECTS
3988,Hem_2092,Orsillus depressus,PlantBugs,TERRESTRIAL_INSECTS
3989,Hem_2094,Orthocephalus coriaceus,PlantBugs,TERRESTRIAL_INSECTS
3990,Hem_2095,Orthocephalus saltator,PlantBugs,TERRESTRIAL_INSECTS
3991,Hem_2099,Orthonotus rufifrons,PlantBugs,TERRESTRIAL_INSECTS
3992,Hem_2101,Orthops basalis,PlantBugs,TERRESTRIAL_INSECTS
3993,Hem_2102,Orthops campestris,PlantBugs,TERRESTRIAL_INSECTS
3994,Hem_3433,Orthops kalmii,PlantBugs,TERRESTRIAL_INSECTS
3995,Hem_2122,Orthotylus adenocarpi,PlantBugs,TERRESTRIAL_INSECTS
3996,Hem_2126,Orthotylus bilineatus,PlantBugs,TERRESTRIAL_INSECTS
3997,Hem_2110,Orthotylus ericetorum,PlantBugs,TERRESTRIAL_INSECTS
3998,Hem_2111,Orthotylus flavosparsus,PlantBugs,TERRESTRIAL_INSECTS
3999,Hem_2115,Orthotylus marginalis,PlantBugs,TERRESTRIAL_INSECTS
4000,Hem_2112,Orthotylus moncreaffi,PlantBugs,TERRESTRIAL_INSECTS
4001,Hem_2116,Orthotylus nassatus,PlantBugs,TERRESTRIAL_INSECTS
4002,Hem_2117,Orthotylus ochrotrichus,PlantBugs,TERRESTRIAL_INSECTS
4003,Hem_2119,Orthotylus tenellus,PlantBugs,TERRESTRIAL_INSECTS
4004,Hem_2124,Orthotylus virescens,PlantBugs,TERRESTRIAL_INSECTS
4005,Hem_2121,Orthotylus viridinervis,PlantBugs,TERRESTRIAL_INSECTS
4006,Hem_2132,Pachybrachius fracticollis,PlantBugs,TERRESTRIAL_INSECTS
4007,Hem_2147,Pantilius tunicatus,PlantBugs,TERRESTRIAL_INSECTS
4008,Hem_3910,Parapiesma quadratum,PlantBugs,TERRESTRIAL_INSECTS
4009,Hem_2179,Peritrechus geniculatus,PlantBugs,TERRESTRIAL_INSECTS
4010,Hem_2181,Peritrechus lundi,PlantBugs,TERRESTRIAL_INSECTS
4012,Hem_2182,Peritrechus nubilus,PlantBugs,TERRESTRIAL_INSECTS
4013,Hem_2186,Phoenicocoris obscurellus,PlantBugs,TERRESTRIAL_INSECTS
4014,Hem_2193,Phylus coryli,PlantBugs,TERRESTRIAL_INSECTS
4015,Hem_2194,Phylus melanocephalus,PlantBugs,TERRESTRIAL_INSECTS
4016,Hem_2197,Physatocheila dumetorum,PlantBugs,TERRESTRIAL_INSECTS
4017,Hem_2204,Phytocoris dimidiatus,PlantBugs,TERRESTRIAL_INSECTS
4018,Hem_2205,Phytocoris longipennis,PlantBugs,TERRESTRIAL_INSECTS
4019,Hem_2208,Phytocoris reuteri,PlantBugs,TERRESTRIAL_INSECTS
4020,Hem_2209,Phytocoris tiliae,PlantBugs,TERRESTRIAL_INSECTS
4021,Hem_2202,Phytocoris ulmi,PlantBugs,TERRESTRIAL_INSECTS
4022,Hem_2203,Phytocoris varipes,PlantBugs,TERRESTRIAL_INSECTS
4023,Hem_2213,Piesma maculatum,PlantBugs,TERRESTRIAL_INSECTS
4024,Hem_2222,Pilophorus cinnamopterus,PlantBugs,TERRESTRIAL_INSECTS
4025,Hem_2225,Pilophorus perplexus,PlantBugs,TERRESTRIAL_INSECTS
4026,Hem_2104,Pinalitus cervinus,PlantBugs,TERRESTRIAL_INSECTS
4027,Hem_2229,Pithanus maerkelii,PlantBugs,TERRESTRIAL_INSECTS
4029,Hem_2235,Plagiognathus arbustorum,PlantBugs,TERRESTRIAL_INSECTS
4030,Hem_2236,Plagiognathus chrysanthemi,PlantBugs,TERRESTRIAL_INSECTS
4031,Hem_3926,Platycranus bicolor,PlantBugs,TERRESTRIAL_INSECTS
4032,Hem_2251,Plinthisus brevipennis,PlantBugs,TERRESTRIAL_INSECTS
4033,Hem_3540,Polymerus nigrita,PlantBugs,TERRESTRIAL_INSECTS
4034,Hem_2256,Polymerus palustris,PlantBugs,TERRESTRIAL_INSECTS
4035,Hem_2257,Polymerus unifasciatus,PlantBugs,TERRESTRIAL_INSECTS
4036,Hem_2272,Psallus ambiguus,PlantBugs,TERRESTRIAL_INSECTS
4037,Hem_2276,Psallus confusus,PlantBugs,TERRESTRIAL_INSECTS
4038,Hem_2277,Psallus falleni,PlantBugs,TERRESTRIAL_INSECTS
4039,Hem_2278,Psallus flavellus,PlantBugs,TERRESTRIAL_INSECTS
4040,Hem_2279,Psallus haematodes,PlantBugs,TERRESTRIAL_INSECTS
4041,Hem_2280,Psallus lepidus,PlantBugs,TERRESTRIAL_INSECTS
4042,Hem_2281,Psallus mollis,PlantBugs,TERRESTRIAL_INSECTS
4043,Hem_2269,Psallus perrisi,PlantBugs,TERRESTRIAL_INSECTS
4044,Hem_2273,Psallus quercus,PlantBugs,TERRESTRIAL_INSECTS
4045,Hem_2282,Psallus salicis,PlantBugs,TERRESTRIAL_INSECTS
4046,Hem_2283,Psallus varians,PlantBugs,TERRESTRIAL_INSECTS
